,MedInc,HouseAge,TotalRooms,TotalBedRooms,Population,Households,Latitude,Longitude,MedHouseVal
4183,3.5893,48.0,737.0,166.0,462.0,131.0,34.13,-118.23,2.125
3288,1.9833,23.0,1618.0,395.0,425.0,244.0,39.04,-122.73,1.115
5730,8.1325,24.0,8590.0,1231.0,3401.0,1178.0,34.17,-118.21,4.727
12655,2.1736,29.0,3873.0,797.0,2237.0,706.0,38.52,-121.46,0.721
5067,2.5437,43.0,1534.0,384.0,1231.0,329.0,33.99,-118.3,0.945
5696,6.1873,35.0,1535.0,283.0,816.0,287.0,34.24,-118.26,3.121
6538,3.0536,34.0,1058.0,230.0,1043.0,229.0,34.05,-118.04,1.375
13348,4.1779,10.0,3194.0,579.0,2088.0,549.0,34.03,-117.64,1.591
8630,4.75,36.0,2501.0,443.0,1031.0,422.0,33.88,-118.38,4.421
20461,6.2059,22.0,3844.0,537.0,1665.0,492.0,34.28,-118.75,2.399
2891,1.2618,32.0,2620.0,682.0,2375.0,684.0,35.39,-118.98,0.469
15755,3.35,52.0,2645.0,626.0,1275.0,553.0,37.77,-122.45,4.929
4386,2.4375,41.0,1396.0,360.0,1069.0,363.0,34.08,-118.26,2.033
18719,1.7227,14.0,4773.0,1133.0,2101.0,1072.0,40.61,-122.38,1.05
17154,5.7211,23.0,5741.0,1012.0,1843.0,888.0,37.43,-122.21,5.00001
7144,2.2813,41.0,734.0,190.0,565.0,191.0,34.02,-118.13,1.92
14530,4.7266,16.0,1580.0,241.0,917.0,261.0,32.92,-117.13,1.911
7504,2.745,35.0,1818.0,374.0,1444.0,372.0,33.92,-118.27,1.068
19847,2.1205,36.0,1508.0,323.0,1283.0,312.0,36.45,-119.23,0.6
4300,2.0132,35.0,2624.0,1116.0,3548.0,1008.0,34.09,-118.29,1.984
18369,5.2366,43.0,1529.0,311.0,570.0,250.0,37.16,-121.9,2.933
241,1.8472,52.0,1477.0,300.0,1065.0,269.0,37.78,-122.21,1.37
17763,3.5625,34.0,938.0,242.0,769.0,226.0,37.36,-121.87,1.945
15087,4.2586,26.0,4129.0,714.0,1820.0,718.0,32.82,-116.93,1.71
798,3.9338,36.0,786.0,133.0,463.0,160.0,37.64,-122.08,1.827
4987,1.933,52.0,1630.0,379.0,1413.0,405.0,34.0,-118.31,1.2
7530,3.119,34.0,789.0,200.0,1041.0,191.0,33.91,-118.23,0.903
8503,5.0641,31.0,1398.0,261.0,823.0,263.0,33.87,-118.3,2.349
19304,5.0323,30.0,2260.0,374.0,958.0,359.0,38.35,-122.76,2.224
21,1.7135,42.0,1639.0,367.0,929.0,366.0,37.85,-122.27,1.598
5390,2.9344,36.0,2101.0,569.0,1756.0,527.0,34.03,-118.38,2.221
18138,5.2108,31.0,3344.0,620.0,1604.0,572.0,37.34,-122.0,3.515
1655,9.0243,14.0,1780.0,224.0,764.0,226.0,37.92,-121.99,4.277
8604,4.4828,26.0,2620.0,530.0,1282.0,525.0,33.88,-118.37,3.407
15702,6.4209,52.0,3785.0,808.0,1371.0,799.0,37.79,-122.44,5.00001
3069,1.517,36.0,1598.0,443.0,1658.0,417.0,35.75,-119.25,0.521
18144,7.4729,28.0,3250.0,485.0,1328.0,473.0,37.35,-122.04,4.316
13983,2.6587,26.0,3606.0,792.0,1683.0,608.0,34.98,-116.85,0.574
18482,3.625,24.0,1511.0,318.0,1052.0,292.0,37.09,-121.6,3.5
826,5.3644,36.0,1570.0,274.0,992.0,249.0,37.63,-122.09,1.688
3536,4.8316,33.0,2831.0,510.0,1340.0,504.0,34.26,-118.5,2.373
2756,1.5931,18.0,3631.0,913.0,3565.0,924.0,32.68,-115.5,0.884
18980,4.9222,7.0,11768.0,1893.0,6657.0,1874.0,38.25,-122.0,1.429
8995,4.6406,45.0,2005.0,368.0,909.0,364.0,33.99,-118.36,2.689
3999,6.8482,34.0,3268.0,538.0,1463.0,519.0,34.17,-118.62,3.083
2379,2.1515,6.0,1186.0,234.0,1135.0,218.0,36.72,-119.55,0.639
14363,2.5259,35.0,2914.0,683.0,1562.0,638.0,32.73,-117.23,2.402
7475,2.6339,41.0,857.0,201.0,934.0,227.0,33.93,-118.2,1.457
5468,2.8514,52.0,2167.0,622.0,1095.0,570.0,33.99,-118.47,3.587
6075,5.6015,33.0,4518.0,716.0,2037.0,764.0,34.08,-117.87,2.672
13825,2.125,31.0,265.0,55.0,186.0,55.0,34.48,-117.15,0.648
3507,5.0947,33.0,1358.0,247.0,738.0,235.0,34.26,-118.46,2.103
2373,3.1442,30.0,2370.0,412.0,1248.0,410.0,36.7,-119.57,0.723
132,7.4882,35.0,2865.0,460.0,1072.0,443.0,37.84,-122.2,3.193
16868,2.56,36.0,1770.0,499.0,1225.0,459.0,37.6,-122.39,2.731
8880,4.8125,31.0,4066.0,951.0,1532.0,868.0,34.04,-118.49,5.00001
19283,2.975,30.0,3689.0,746.0,2250.0,697.0,38.4,-122.73,1.573
18488,5.7396,16.0,865.0,123.0,403.0,130.0,36.97,-121.59,3.087
10946,3.0083,25.0,1799.0,557.0,3416.0,538.0,33.74,-117.88,1.635
3200,2.8788,38.0,3148.0,568.0,1378.0,537.0,36.35,-119.65,0.855
11601,6.9324,30.0,2879.0,403.0,1109.0,414.0,33.78,-118.08,3.647
6122,2.9459,32.0,2552.0,576.0,2161.0,548.0,34.12,-117.92,1.444
16458,5.0528,26.0,2256.0,360.0,937.0,372.0,38.13,-121.3,1.537
2362,5.4895,13.0,6135.0,863.0,2473.0,774.0,36.83,-119.58,1.567
11588,5.9357,19.0,2648.0,478.0,1160.0,452.0,33.78,-118.01,2.074
9963,6.1089,38.0,1938.0,301.0,823.0,285.0,38.31,-122.24,2.808
10540,6.5206,14.0,3894.0,672.0,1490.0,629.0,33.47,-117.71,3.685
10467,7.8915,3.0,6388.0,920.0,2129.0,819.0,33.53,-117.73,4.206
6536,2.6288,28.0,1516.0,363.0,1011.0,344.0,34.04,-118.06,1.603
11792,3.5607,21.0,3691.0,640.0,1758.0,603.0,38.83,-121.21,1.519
3693,3.8,42.0,715.0,145.0,730.0,158.0,34.21,-118.38,1.695
7855,2.9779,30.0,1694.0,398.0,1181.0,383.0,33.88,-118.16,1.695
15151,4.625,19.0,3558.0,588.0,1439.0,578.0,33.01,-117.05,2.111
18299,5.1335,29.0,6027.0,1195.0,2687.0,1171.0,37.4,-122.13,4.612
303,2.0786,27.0,909.0,236.0,396.0,157.0,37.77,-122.18,0.975
13449,3.8531,21.0,3622.0,667.0,2503.0,720.0,34.08,-117.4,1.054
10433,2.7545,24.0,1296.0,384.0,850.0,367.0,33.43,-117.62,2.313
15077,6.2787,18.0,10968.0,1521.0,4439.0,1501.0,32.81,-116.99,2.5
11881,3.0694,24.0,950.0,183.0,383.0,182.0,33.97,-117.41,1.25
8578,9.0812,35.0,1194.0,292.0,507.0,295.0,33.89,-118.41,5.00001
13832,5.086,17.0,4379.0,629.0,1720.0,595.0,34.51,-117.21,1.484
1099,3.0625,20.0,1465.0,278.0,745.0,250.0,39.59,-121.9,0.938
15024,4.0549,34.0,3415.0,608.0,1464.0,593.0,32.76,-117.01,2.237
5465,2.5523,46.0,2219.0,686.0,1107.0,590.0,33.99,-118.48,3.875
10729,6.6155,20.0,3212.0,572.0,1064.0,526.0,33.6,-117.87,5.00001
2984,1.5625,36.0,973.0,219.0,613.0,187.0,35.34,-119.01,0.467
3379,5.0234,37.0,2489.0,454.0,1215.0,431.0,34.25,-118.27,2.576
2914,4.5791,12.0,6442.0,1116.0,2966.0,1092.0,35.36,-119.08,1.234
1475,2.9915,20.0,3968.0,931.0,2629.0,903.0,37.97,-122.03,1.667
10712,4.1678,11.0,8039.0,1717.0,3445.0,1571.0,33.59,-117.7,1.909
615,4.1164,52.0,2260.0,416.0,994.0,412.0,37.73,-122.16,1.982
1411,5.0761,35.0,4043.0,689.0,1832.0,662.0,37.93,-122.08,2.332
1533,4.6528,32.0,2676.0,484.0,986.0,473.0,37.9,-122.05,3.357
4134,3.3542,52.0,791.0,174.0,501.0,162.0,34.13,-118.22,1.781
12325,1.7844,11.0,12557.0,3098.0,2453.0,1232.0,33.88,-116.36,0.785
8241,1.0714,31.0,1711.0,691.0,1092.0,568.0,33.77,-118.19,1.5
4338,2.7038,26.0,1609.0,534.0,1868.0,497.0,34.08,-118.31,2.271
13174,2.2132,23.0,395.0,70.0,166.0,52.0,36.72,-121.06,1.0
3832,2.7375,36.0,2698.0,623.0,1544.0,554.0,34.2,-118.44,2.349
9828,3.5865,52.0,541.0,157.0,240.0,145.0,36.62,-121.91,2.9
7584,1.9423,22.0,312.0,107.0,583.0,119.0,33.9,-118.22,0.984
117,3.0897,52.0,4190.0,1105.0,1786.0,1037.0,37.83,-122.25,2.341
5655,2.9386,23.0,3075.0,860.0,1584.0,806.0,33.74,-118.3,2.605
20054,2.1434,20.0,1934.0,377.0,1341.0,336.0,35.87,-119.3,0.626
12192,2.2423,17.0,10145.0,2306.0,4776.0,1749.0,33.67,-117.38,1.326
18524,2.9286,51.0,1076.0,206.0,495.0,201.0,36.98,-122.04,2.583
20107,4.375,16.0,108.0,18.0,54.0,22.0,37.91,-120.32,1.0
10065,2.8102,17.0,3442.0,705.0,1693.0,619.0,39.31,-121.13,1.289
9379,3.6731,16.0,2947.0,802.0,1385.0,743.0,37.93,-122.48,3.18
411,5.7912,52.0,1225.0,169.0,412.0,168.0,37.89,-122.28,3.271
8538,5.3169,34.0,760.0,174.0,723.0,198.0,33.89,-118.36,2.276
1324,2.0034,51.0,2982.0,689.0,1831.0,608.0,38.03,-121.9,0.877
7952,3.0114,33.0,2180.0,522.0,1634.0,467.0,33.88,-118.16,1.67
7885,3.0989,21.0,6618.0,1773.0,4396.0,1649.0,33.87,-118.14,1.714
17785,4.1615,28.0,1579.0,339.0,1252.0,353.0,37.37,-121.84,2.148
2141,2.4405,35.0,1129.0,220.0,474.0,242.0,36.78,-119.75,0.743
11570,5.8362,32.0,1771.0,296.0,995.0,272.0,33.77,-118.01,2.175
1598,6.4666,37.0,4005.0,614.0,1602.0,606.0,37.88,-122.11,3.482
1545,3.375,8.0,831.0,231.0,404.0,224.0,37.73,-121.93,3.5
16727,3.6667,7.0,9613.0,1666.0,4487.0,1653.0,35.52,-120.76,2.506
5939,3.3043,35.0,2259.0,505.0,1561.0,509.0,34.14,-117.9,1.555
13654,4.7344,29.0,2481.0,383.0,1188.0,385.0,34.04,-117.31,1.346
13607,2.1465,22.0,7935.0,1976.0,4523.0,1791.0,34.15,-117.25,0.888
12099,3.7585,19.0,3216.0,666.0,1363.0,629.0,33.96,-117.32,1.445
18815,2.7778,32.0,1404.0,247.0,544.0,201.0,39.61,-120.08,0.729
16412,2.8676,30.0,1055.0,211.0,629.0,170.0,37.95,-121.22,0.769
20171,4.69,35.0,3079.0,579.0,1807.0,589.0,34.39,-119.3,1.993
7006,3.2093,32.0,3304.0,714.0,2032.0,690.0,33.98,-118.07,1.678
10347,7.1497,21.0,1932.0,266.0,860.0,286.0,33.61,-117.66,2.74
10759,10.8289,9.0,6163.0,1004.0,1912.0,903.0,33.63,-117.87,5.00001
93,2.6354,27.0,1055.0,347.0,718.0,302.0,37.79,-122.27,1.875
7835,3.3182,35.0,574.0,116.0,610.0,147.0,33.91,-118.15,1.333
5200,1.1051,32.0,1381.0,375.0,1268.0,354.0,33.94,-118.28,0.942
2345,2.5446,13.0,1524.0,366.0,994.0,370.0,36.81,-119.69,0.938
16344,5.1878,10.0,1421.0,204.0,657.0,209.0,38.04,-121.33,1.539
401,5.0551,52.0,2178.0,421.0,940.0,423.0,37.89,-122.29,2.322
16034,3.3208,47.0,1723.0,389.0,1216.0,399.0,37.72,-122.46,2.386
7947,4.625,44.0,1436.0,257.0,745.0,233.0,33.86,-118.14,2.134
11467,3.0625,14.0,3155.0,653.0,951.0,575.0,33.66,-117.99,2.688
3846,5.0929,41.0,1104.0,196.0,495.0,196.0,34.19,-118.47,2.25
18782,3.2788,26.0,695.0,126.0,319.0,124.0,40.48,-122.33,1.016
20213,4.7333,33.0,2467.0,377.0,1052.0,363.0,34.28,-119.22,2.575
1507,4.45,15.0,7803.0,1603.0,2957.0,1546.0,37.93,-122.05,1.849
8169,5.0447,36.0,1774.0,299.0,784.0,298.0,33.81,-118.12,2.492
20403,6.2748,22.0,3654.0,517.0,1565.0,518.0,34.22,-118.88,2.748
11940,2.4435,22.0,4179.0,1081.0,2096.0,1013.0,33.94,-117.41,1.185
5883,4.875,52.0,1133.0,212.0,545.0,222.0,34.17,-118.34,2.495
10034,2.4811,17.0,3033.0,590.0,1319.0,583.0,39.21,-121.08,1.118
15648,3.3681,52.0,3302.0,869.0,1178.0,727.0,37.79,-122.41,5.00001
17399,1.8633,17.0,1368.0,308.0,642.0,303.0,34.94,-120.47,1.094
15893,2.9063,52.0,1931.0,329.0,1025.0,293.0,37.73,-122.39,1.92
5744,3.1484,17.0,2943.0,769.0,1312.0,656.0,34.16,-118.26,1.875
2507,2.4414,21.0,1779.0,399.0,1446.0,371.0,36.86,-120.51,0.719
20261,4.3897,29.0,4039.0,680.0,1677.0,644.0,34.21,-119.18,2.576
15028,3.4421,31.0,3776.0,815.0,1886.0,799.0,32.79,-117.01,1.553
12824,4.7396,25.0,1287.0,224.0,727.0,236.0,38.73,-121.44,1.355
1696,6.1576,12.0,1592.0,242.0,969.0,233.0,38.0,-122.27,2.487
20032,2.4167,26.0,3210.0,646.0,1908.0,642.0,36.07,-119.03,0.776
12363,4.3111,3.0,9169.0,1512.0,3838.0,1270.0,33.84,-116.47,1.425
5149,0.5495,38.0,1126.0,270.0,999.0,265.0,33.96,-118.27,0.917
19161,4.3278,8.0,7520.0,1336.0,3833.0,1287.0,38.36,-122.68,1.841
1524,7.0895,18.0,9576.0,1455.0,3486.0,1380.0,37.91,-122.09,3.069
9764,3.5039,19.0,2150.0,479.0,1052.0,428.0,36.48,-121.7,2.884
14406,3.18,32.0,2021.0,524.0,973.0,485.0,32.77,-117.25,3.625
14016,2.9705,23.0,2474.0,594.0,1107.0,536.0,32.75,-117.16,2.455
4700,3.5573,21.0,3653.0,956.0,1510.0,890.0,34.07,-118.38,5.00001
18416,4.5615,8.0,4454.0,1058.0,2595.0,1027.0,37.27,-121.83,2.826
10723,8.8693,8.0,4447.0,713.0,1680.0,705.0,33.64,-117.8,4.504
19529,7.3841,40.0,422.0,63.0,158.0,63.0,37.65,-120.98,1.722
2504,2.3523,34.0,673.0,173.0,539.0,182.0,36.86,-120.45,0.66
12823,3.0903,10.0,3054.0,528.0,1932.0,510.0,38.72,-121.42,0.919
11722,4.962,20.0,3729.0,614.0,365.0,152.0,39.24,-120.07,1.695
1984,3.4872,18.0,5928.0,1097.0,2697.0,1096.0,38.69,-120.85,1.414
7466,3.1667,44.0,1613.0,345.0,1227.0,342.0,33.93,-118.19,1.457
19962,2.4722,24.0,1248.0,226.0,641.0,200.0,36.12,-119.29,1.292
7,3.12,52.0,3104.0,687.0,1157.0,647.0,37.84,-122.25,2.414
9899,1.9875,19.0,531.0,112.0,139.0,80.0,38.29,-122.28,3.25
7474,2.2847,33.0,2739.0,801.0,3423.0,741.0,33.93,-118.21,1.327
11349,3.8506,22.0,7531.0,1569.0,5254.0,1523.0,33.76,-117.91,1.674
7136,3.0625,37.0,1022.0,232.0,653.0,238.0,34.02,-118.1,1.894
20141,2.7951,52.0,1409.0,359.0,981.0,304.0,34.36,-119.06,1.993
3418,3.7566,32.0,2574.0,531.0,2609.0,472.0,34.28,-118.41,1.467
1668,6.7741,9.0,6306.0,962.0,2581.0,911.0,37.96,-122.2,3.107
15321,4.0109,23.0,2062.0,376.0,1302.0,379.0,33.21,-117.34,1.457
8296,4.3889,52.0,2677.0,642.0,1144.0,624.0,33.76,-118.14,3.78
18089,7.0102,23.0,4507.0,751.0,2167.0,722.0,37.33,-122.06,5.00001
15487,4.1641,16.0,1710.0,272.0,1025.0,267.0,33.14,-117.12,1.636
11741,3.0917,48.0,1127.0,188.0,530.0,186.0,38.87,-121.13,1.281
6871,2.5938,45.0,593.0,133.0,481.0,128.0,34.07,-118.09,1.993
198,2.57,52.0,769.0,206.0,612.0,183.0,37.77,-122.23,0.72
9829,3.7454,52.0,1220.0,267.0,488.0,265.0,36.62,-121.91,2.438
13120,4.4107,17.0,1144.0,202.0,626.0,178.0,38.31,-121.27,1.516
3045,3.2279,28.0,1089.0,179.0,544.0,190.0,35.51,-119.27,0.958
1305,4.8359,25.0,1710.0,288.0,799.0,259.0,38.0,-121.83,1.453
10357,7.5791,18.0,4552.0,706.0,1918.0,671.0,33.59,-117.66,2.881
17639,5.6427,26.0,3756.0,553.0,1408.0,535.0,37.28,-121.9,3.2
19257,4.2061,14.0,4794.0,767.0,2252.0,768.0,38.46,-122.76,2.131
16383,4.4871,2.0,6403.0,1116.0,3327.0,957.0,38.01,-121.29,1.379
5277,10.1882,38.0,4715.0,691.0,1660.0,637.0,34.04,-118.51,5.00001
15744,2.105,52.0,1952.0,628.0,1284.0,576.0,37.78,-122.43,3.167
20358,6.0994,25.0,2237.0,331.0,1121.0,365.0,34.18,-118.95,2.549
4175,2.7708,34.0,1660.0,412.0,1678.0,382.0,34.09,-118.21,1.482
17989,1.7171,17.0,1330.0,271.0,408.0,258.0,37.27,-121.95,1.813
6349,4.4821,33.0,859.0,144.0,421.0,138.0,34.15,-117.94,2.201
1366,1.8523,48.0,2123.0,494.0,859.0,474.0,38.01,-122.13,1.448
9914,4.5293,19.0,4187.0,684.0,1827.0,605.0,38.34,-122.31,2.104
18206,4.2719,20.0,4293.0,1272.0,2389.0,1210.0,37.38,-122.06,2.708
14000,3.5507,4.0,5027.0,797.0,1869.0,686.0,34.59,-117.24,1.861
12938,6.1872,19.0,1891.0,266.0,678.0,255.0,38.66,-121.27,1.887
19787,2.0268,17.0,1498.0,331.0,574.0,242.0,40.67,-122.95,0.942
11170,4.9219,34.0,1038.0,175.0,578.0,174.0,33.82,-117.98,2.0
7524,2.7083,36.0,1446.0,316.0,1286.0,314.0,33.91,-118.24,1.036
9478,2.9183,46.0,1748.0,362.0,808.0,330.0,39.41,-123.36,0.769
19894,1.3444,32.0,1355.0,363.0,1427.0,384.0,36.3,-119.2,0.456
20566,4.3487,29.0,3167.0,548.0,1554.0,534.0,38.65,-121.84,2.007
2393,4.1563,12.0,2255.0,472.0,1006.0,334.0,37.13,-118.94,0.94
9093,3.2125,19.0,552.0,129.0,314.0,106.0,34.68,-118.27,1.854
5474,4.0598,44.0,1122.0,287.0,531.0,256.0,33.99,-118.46,3.359
583,5.6194,32.0,2476.0,368.0,1048.0,367.0,37.72,-122.08,2.747
7708,6.7744,44.0,1812.0,338.0,822.0,314.0,33.95,-118.14,2.941
9496,3.1071,18.0,1652.0,352.0,711.0,292.0,39.32,-123.7,2.132
18005,4.0403,23.0,4040.0,843.0,2181.0,843.0,37.3,-121.96,3.034
20063,1.8462,25.0,1009.0,246.0,994.0,222.0,35.95,-119.04,0.558
904,5.388,26.0,2332.0,371.0,1285.0,404.0,37.54,-121.99,2.25
1089,1.7426,33.0,2242.0,517.0,1160.0,449.0,39.73,-121.82,0.603
6369,4.2407,40.0,3838.0,696.0,1851.0,674.0,34.16,-117.99,2.62
6537,2.5445,24.0,2469.0,731.0,3818.0,712.0,34.06,-118.03,1.514
17094,4.5556,35.0,2283.0,491.0,1148.0,436.0,37.47,-122.24,3.186
13478,3.0278,26.0,1387.0,277.0,664.0,239.0,34.07,-117.39,0.968
18740,2.184,31.0,431.0,90.0,231.0,78.0,40.57,-122.36,0.773
6525,3.2132,39.0,1258.0,245.0,988.0,228.0,34.06,-118.04,1.761
8244,1.5603,52.0,1180.0,381.0,1046.0,332.0,33.78,-118.18,1.625
1109,2.3079,12.0,3744.0,699.0,1532.0,660.0,39.83,-121.6,0.953
12943,4.3098,22.0,1597.0,280.0,657.0,273.0,38.64,-121.27,2.135
17931,3.2813,36.0,832.0,211.0,545.0,211.0,37.35,-121.95,2.444
4179,2.48,36.0,1427.0,415.0,1835.0,410.0,34.09,-118.22,1.389
18711,2.6792,24.0,5045.0,972.0,2220.0,979.0,40.59,-122.42,1.389
2289,2.5893,29.0,3494.0,662.0,1781.0,616.0,36.8,-119.76,0.709
16100,3.0465,43.0,2527.0,619.0,1332.0,558.0,37.76,-122.51,2.742
11636,4.625,25.0,3030.0,532.0,1668.0,509.0,33.83,-118.03,2.296
9177,5.305,5.0,7748.0,1557.0,4768.0,1393.0,34.4,-118.52,3.112
6150,3.4427,30.0,2686.0,613.0,2477.0,573.0,34.09,-117.96,1.608
19298,2.9453,26.0,2273.0,474.0,1124.0,420.0,38.39,-122.8,1.667
20479,4.6528,27.0,2911.0,562.0,1773.0,580.0,34.28,-118.71,1.866
1953,2.1603,28.0,4236.0,877.0,2008.0,881.0,38.74,-120.78,1.113
2066,2.2466,30.0,1694.0,312.0,1008.0,321.0,36.64,-119.82,0.96
12131,3.2148,14.0,5104.0,1026.0,3513.0,972.0,33.93,-117.22,1.17
13237,7.9627,8.0,2915.0,371.0,1271.0,354.0,34.13,-117.69,3.454
9634,3.2262,25.0,3301.0,678.0,994.0,306.0,37.21,-120.89,0.972
11093,5.3812,10.0,3381.0,729.0,1584.0,636.0,33.84,-117.87,2.354
11072,5.3439,23.0,2377.0,403.0,1101.0,408.0,33.83,-117.86,2.271
14317,1.8008,48.0,510.0,180.0,545.0,132.0,32.7,-117.14,0.865
14108,2.0893,20.0,1667.0,469.0,1292.0,445.0,32.75,-117.11,1.011
7055,3.0,30.0,1414.0,332.0,1307.0,315.0,33.92,-118.03,1.583
16368,2.8348,22.0,2101.0,514.0,1304.0,511.0,38.01,-121.31,1.016
6249,4.1429,33.0,1560.0,315.0,1467.0,313.0,34.05,-117.98,1.598
119,5.2868,47.0,3175.0,454.0,1098.0,485.0,37.84,-122.23,3.476
7987,3.07,39.0,2247.0,526.0,1670.0,525.0,33.85,-118.17,1.73
1312,5.6779,16.0,2919.0,462.0,1456.0,453.0,37.99,-121.83,1.647
3890,3.5333,36.0,1286.0,242.0,788.0,248.0,34.21,-118.56,1.968
2352,2.7404,15.0,2524.0,451.0,1207.0,424.0,36.79,-119.69,0.763
10267,5.7457,24.0,3326.0,503.0,1616.0,494.0,33.89,-117.85,2.406
4399,2.4429,52.0,1739.0,464.0,938.0,482.0,34.09,-118.28,2.288
18085,8.0727,25.0,4601.0,696.0,2003.0,666.0,37.31,-122.05,4.555
18554,2.5865,42.0,1149.0,264.0,703.0,232.0,36.96,-122.04,2.064
15704,4.2042,52.0,3219.0,969.0,1152.0,830.0,37.79,-122.43,5.00001
9291,4.1289,13.0,4284.0,1042.0,2146.0,937.0,38.03,-122.44,1.792
13074,3.0481,3.0,4188.0,1136.0,2081.0,995.0,38.59,-121.28,0.925
18277,9.8144,35.0,1447.0,205.0,619.0,206.0,37.35,-122.07,5.00001
4708,3.7167,48.0,1354.0,279.0,716.0,309.0,34.06,-118.35,3.85
468,2.537,44.0,2539.0,755.0,1382.0,713.0,37.87,-122.29,1.75
5133,1.7121,46.0,1295.0,351.0,1120.0,323.0,33.97,-118.26,0.982
9495,3.1563,17.0,1981.0,371.0,773.0,325.0,39.34,-123.81,2.77
13102,4.3879,2.0,6992.0,1132.0,2816.0,984.0,38.46,-121.35,1.444
16345,5.7201,8.0,1904.0,255.0,895.0,242.0,38.03,-121.35,1.557
3591,4.5417,21.0,2692.0,477.0,1330.0,456.0,34.25,-118.47,2.389
16453,2.1771,40.0,2402.0,509.0,1197.0,486.0,38.13,-121.27,0.982
10940,1.5026,10.0,1823.0,590.0,2176.0,548.0,33.75,-117.88,1.518
1921,3.1635,11.0,1280.0,286.0,609.0,248.0,38.81,-120.84,1.326
3192,3.2019,33.0,1287.0,214.0,580.0,210.0,36.34,-119.72,1.125
6264,3.7258,32.0,1993.0,388.0,1385.0,380.0,34.05,-117.96,1.819
9274,3.1981,24.0,2863.0,734.0,1583.0,682.0,38.11,-122.57,2.153
16313,5.9191,36.0,1383.0,207.0,531.0,203.0,38.01,-121.33,1.519
20254,3.9063,15.0,4615.0,1008.0,2549.0,973.0,34.22,-119.18,1.987
4156,2.8125,44.0,1565.0,398.0,1500.0,407.0,34.12,-118.2,1.556
11458,4.7245,13.0,4000.0,883.0,1999.0,881.0,33.68,-117.99,2.736
19196,3.2845,45.0,883.0,202.0,401.0,194.0,38.44,-122.7,1.783
4963,1.7143,34.0,2305.0,775.0,2450.0,740.0,34.01,-118.28,1.32
9016,6.5571,10.0,4355.0,716.0,2030.0,674.0,34.13,-118.76,5.00001
17822,7.0735,14.0,3851.0,534.0,2052.0,478.0,37.38,-121.87,3.356
8218,2.0675,25.0,2851.0,968.0,3744.0,906.0,33.79,-118.2,1.167
17906,4.2837,16.0,5040.0,1325.0,3150.0,1196.0,37.36,-121.96,2.645
3341,2.3125,29.0,994.0,226.0,302.0,117.0,38.76,-122.68,0.679
19376,5.5228,14.0,3531.0,508.0,1505.0,497.0,37.76,-120.79,2.753
6853,3.6364,42.0,3836.0,777.0,2118.0,754.0,34.07,-118.16,2.546
5456,2.7143,38.0,1235.0,390.0,891.0,376.0,34.0,-118.47,2.875
10046,2.8942,16.0,1497.0,275.0,737.0,243.0,39.22,-120.99,1.825
8039,4.8013,36.0,2987.0,491.0,1360.0,497.0,33.84,-118.15,2.241
18112,5.4842,22.0,3583.0,758.0,1792.0,695.0,37.3,-122.03,3.353
5949,3.1905,36.0,3097.0,667.0,1484.0,634.0,34.14,-117.86,2.353
16464,3.8672,15.0,2039.0,384.0,1178.0,375.0,38.11,-121.27,1.201
12444,1.2656,17.0,97.0,24.0,29.0,15.0,33.92,-114.67,0.275
5528,6.8197,44.0,1877.0,314.0,877.0,320.0,33.96,-118.4,3.636
18758,2.0119,17.0,2786.0,559.0,1528.0,517.0,40.66,-122.36,0.758
11909,2.3798,32.0,2837.0,617.0,1393.0,595.0,33.96,-117.41,1.188
7739,4.2594,36.0,1948.0,341.0,992.0,363.0,33.94,-118.15,2.424
20615,2.3598,23.0,1076.0,216.0,724.0,197.0,39.08,-121.54,0.575
3008,2.7659,10.0,7011.0,1453.0,4163.0,1307.0,35.28,-119.01,0.775
3435,2.1062,26.0,1788.0,521.0,2582.0,484.0,34.26,-118.42,1.364
12161,1.3417,7.0,1697.0,424.0,808.0,354.0,33.78,-117.18,1.693
20460,6.6073,17.0,5512.0,765.0,2734.0,814.0,34.29,-118.75,2.581
13921,2.125,32.0,3163.0,712.0,1358.0,544.0,34.12,-116.0,0.577
11031,4.6125,26.0,2577.0,434.0,1086.0,432.0,33.78,-117.84,2.292
3404,6.1464,34.0,2795.0,460.0,1267.0,443.0,34.25,-118.35,3.544
4853,1.8564,37.0,2781.0,766.0,2586.0,729.0,34.03,-118.3,1.875
11169,3.2823,17.0,3419.0,932.0,2460.0,766.0,33.83,-117.98,2.285
16470,1.8575,27.0,1818.0,459.0,1182.0,428.0,38.12,-121.26,0.738
7234,1.4178,42.0,1384.0,458.0,1825.0,455.0,34.02,-118.14,1.455
20278,5.0016,19.0,9503.0,1769.0,6370.0,1718.0,34.19,-119.2,2.185
19621,2.5,42.0,412.0,75.0,227.0,75.0,37.43,-121.11,0.742
16767,4.9375,35.0,2644.0,456.0,1465.0,430.0,37.69,-122.49,2.77
3516,5.1619,36.0,1951.0,395.0,1040.0,375.0,34.25,-118.48,1.953
6621,3.7159,52.0,1835.0,330.0,777.0,317.0,34.17,-118.12,3.154
12173,2.2969,17.0,3318.0,759.0,2016.0,673.0,33.79,-117.23,0.893
7971,3.2368,40.0,2945.0,725.0,2858.0,690.0,33.88,-118.2,1.369
5498,2.9338,18.0,1307.0,441.0,884.0,456.0,34.0,-118.41,2.763
4605,15.0001,52.0,2248.0,255.0,813.0,265.0,34.07,-118.33,5.00001
